"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/19/2016","Uber.com","UBER TECHNOLOGIES 866-576-1039, CA #0000","5.70","debit","Rental Car & Taxi","Investor Checking","",""
"6/19/2016","Dogpatch Boulders","DOGPATCH BOULDERS SAN FRANCISCO, CA #000","6.51","debit","Uncategorized","Investor Checking","",""
"6/18/2016","Starbucks","STARBUCKS #05852 SSan Francisco, CA #000","1.94","debit","Coffee Shops","Investor Checking","",""
"6/18/2016","Pappy's Grill LLC","PAPPY'S GRILL AND BERKELEY, CA #00000019","6.00","debit","Fast Food","Investor Checking","",""
"6/18/2016","Pappy's Grill LLC","PAPPY'S GRILL AND BERKELEY, CA #00000019","15.00","debit","Fast Food","Investor Checking","",""
"6/18/2016","Walgreens","WALGREENS #15025 BERKELEY, CA #00000019","28.00","debit","Pharmacy","Investor Checking","",""
"6/16/2016","Amazon","AMAZON INTERNET 160615","36.96","debit","Shopping","Investor Checking","",""
"6/16/2016","Alite Outpost","SQ *ALITE OUTPOST SAN FRANCISCO, CA #000","27.02","debit","Uncategorized","Investor Checking","",""
"6/16/2016","BART","BART ASHBY STATION QPS BERKELEY","20.00","debit","Public Transportation","Investor Checking","",""
"6/16/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","0.99","debit","Music","Investor Checking","",""
"6/16/2016","Wholesome","SQ *WHOLESOME BAKESAN FRANCISCO, CA #000","4.00","debit","Groceries","Investor Checking","",""
"6/15/2016","Philz Coffee, Inc.","SQ *PHILZ COFFEE IBERKELEY, CA #00000019","5.50","debit","Fast Food","Investor Checking","",""
"6/15/2016","Venmo","VENMO-2 PAYMENT","27.00","debit","Transfer","Investor Checking","",""
"6/15/2016","Artesa Winery","ARTESA WINERY NAPA, CA #000000190029","29.70","debit","Business Services","Investor Checking","",""
"6/14/2016","Inst Xfer","PAYPAL INST XFER 160613","10.00","debit","Transfer","Investor Checking","",""
"6/14/2016","Amazon","AMAZON MARKETPLA INTERNET 160610","28.95","debit","Shopping","Investor Checking","",""
"6/13/2016","La Note Restaurant","LA NOTE RESTAURANTBERKELEY, CA #00000019","25.83","debit","Restaurants","Investor Checking","",""
"6/13/2016","CVS","CVS/PHARMACY #10 10121- BERKELEY","20.77","debit","Pharmacy","Investor Checking","",""
"6/13/2016","Venmo","VENMO-2 PAYMENT","6.75","debit","Transfer","Investor Checking","",""
"6/13/2016","Derby Food Center","DERBY FOOD CENT 2707 CO BERKELEY","22.50","debit","Groceries","Investor Checking","",""
"6/13/2016","Trader Joe's","TRADER JOE'S # 231 OAKLAND","49.90","debit","Groceries","Investor Checking","",""
"6/13/2016","Ks Coffee House","SACKS COFFEE HOUSEBERKELEY, CA #00000019","6.60","debit","Coffee Shops","Investor Checking","",""
"6/12/2016","Andies Cafe","ANDIES CAFE NAPA, CA #000000190075","9.28","debit","Restaurants","Investor Checking","",""
"6/12/2016","Jupiter","JUPITER BERKELEY, CA #00000019","8.32","debit","Uncategorized","Investor Checking","",""
"6/12/2016","Artichoke Basi","SQ *ARTICHOKE BASIBerkeley, CA #00000019","5.20","debit","Uncategorized","Investor Checking","",""
"6/12/2016","Chevron","CHEVRON 0090877 BERKELEY, CA #00000019","32.68","debit","Gas & Fuel","Investor Checking","",""
"6/11/2016","BART","BART ASHBY STATION5104646474, CA #000000","20.00","debit","Public Transportation","Investor Checking","",""
"6/11/2016","Great Western Power","GREAT WESTERN POWEOAKLAND, CA #000000190","106.47","debit","Amusement","Investor Checking","",""
"6/10/2016","Pizza Politana","SQ *PIZZA POLITANAPETALUMA, CA #00000019","12.00","debit","Restaurants","Investor Checking","",""
"6/10/2016","Funds Transfer Brokerage","Funds Transfer to Brokerage -9258","1465.00","debit","Transfer","Investor Checking","",""
"6/09/2016","DoorDash.com","DOORDASH.COM DOORDASH.COM, CA #0000","11.24","debit","Food & Dining","Investor Checking","",""
"6/09/2016","Venmo Cashout","VENMO-0 CASHOUT","771.10","credit","Income","Investor Checking","",""
"6/09/2016","Trader Joe's","TRADER JOE'S #231 OAKLAND, CA #000000190","111.69","debit","Groceries","Investor Checking","",""
"6/09/2016","Yelpinc Eat Misswww","YELPINC*EAT24 MISSWWW.YELP.COM, CA #0000","8.69","debit","Uncategorized","Investor Checking","",""
"6/08/2016","Altairglob Cwf Altair","AltairGlob640CWF Altair","1500.00","credit","Income","Investor Checking","",""
"6/08/2016","Mixt Greens","MIXT GREENS SAN FRANCISCO, CA #000","12.29","debit","Restaurants","Investor Checking","",""
"6/07/2016","Burger Bar","BURGER BAR SAN FRASAN FRANCISCO, CA #000","48.00","debit","Alcohol & Bars","Investor Checking","",""
"6/07/2016","Chase","CHASE 5131 SHATTUCK AVE OAKLAND","23.00","debit","Cash & ATM","Investor Checking","",""
"6/07/2016","7-Eleven","7-ELEVEN 195 PINE ST SAN FRANCISCO","1.44","debit","Fast Food","Investor Checking","",""
"6/07/2016","BART","BART ASHBY STATION QPS BERKELEY","20.00","debit","Public Transportation","Investor Checking","",""
"6/06/2016","Papa Joes Gas","PAPA JOES GAS & GOMOAB, UT #000000190066","20.06","debit","Food & Dining","Investor Checking","",""
"6/06/2016","Freeway","ELKO FREEWAY SINCLELKO, NV #000000190049","36.81","debit","Printing","Investor Checking","",""
"6/06/2016","Peet's Coffee","PEET'S #07102 SAN FRANCISCO, CA #000","4.00","debit","Coffee Shops","Investor Checking","",""
"6/06/2016","Pagan Mountaineering","PAGAN MOUNTAINEERIMOAB, UT #000000190014","6.48","debit","Sporting Goods","Investor Checking","",""
